Date,Open,High,Low,Close,Adj Close,Volume
2010-06-22,137.539993,137.750000,134.589996,134.789993,117.172325,9002200
2010-06-23,133.899994,136.380005,132.729996,135.070007,117.415741,8232200
2010-06-24,134.139999,135.979996,133.110001,134.979996,117.337502,9967900
2010-06-25,136.990005,140.899994,135.429993,139.660004,121.405785,14332300
2010-06-28,140.380005,140.380005,136.529999,136.660004,118.797890,9908100
2010-06-29,134.979996,135.850006,133.169998,133.759995,116.276962,10338100
2010-06-30,133.679993,134.300003,131.020004,131.270004,114.112450,9139800
2010-07-01,131.690002,133.750000,129.500000,131.139999,113.999374,11645300
2010-07-02,132.110001,132.380005,129.690002,131.080002,113.947235,6566400
2010-07-06,133.740005,134.389999,131.070007,132.259995,114.973030,7820100
2010-07-07,132.440002,136.130005,132.070007,135.830002,118.076393,9300400
2010-07-08,136.919998,137.169998,133.559998,135.460007,117.754753,9895700
2010-07-09,135.360001,138.500000,134.589996,138.059998,120.014915,6919900
2010-07-12,137.610001,138.309998,136.029999,137.250000,119.310760,4728900
2010-07-13,138.500000,141.199997,138.110001,140.250000,121.918671,8983900
2010-07-14,139.289993,139.589996,137.649994,139.059998,120.884193,6068500
2010-07-15,140.020004,146.250000,137.820007,145.220001,126.239075,21621900
2010-07-16,151.470001,152.000000,146.050003,146.169998,127.064926,29604600
2010-07-19,147.669998,147.699997,144.100006,145.679993,126.638908,10875900
2010-07-20,142.179993,149.729996,141.550003,148.910004,129.446808,20571400
2010-07-21,150.050003,150.970001,146.860001,146.990005,127.777718,11337000
2010-07-22,148.880005,149.880005,144.160004,146.550003,127.395233,13307300
2010-07-23,146.649994,148.410004,144.570007,147.380005,128.116745,7306900
2010-07-26,147.389999,149.000000,145.210007,148.199997,128.829605,6089000
2010-07-27,149.089996,149.660004,147.000000,147.229996,127.986320,7151200
2010-07-28,147.000000,148.649994,146.779999,147.199997,127.960258,4845600
2010-07-29,148.270004,153.149994,147.630005,152.580002,132.637131,15657700
2010-07-30,151.350006,153.410004,150.800003,150.820007,131.107117,8792400
2010-08-02,152.820007,153.639999,151.610001,152.740005,132.776169,6523100
2010-08-03,152.119995,153.960007,151.410004,153.190002,133.167328,5648500
2010-08-04,153.619995,157.250000,153.000000,156.410004,135.966492,12283700
2010-08-05,155.630005,156.220001,154.399994,155.919998,135.540573,5680200
2010-08-06,154.539993,156.059998,153.770004,155.179993,134.897278,8082600
2010-08-09,155.929993,156.199997,154.589996,155.399994,135.088501,4209800
2010-08-10,154.020004,154.770004,153.179993,153.899994,133.784592,5861700
2010-08-11,151.720001,152.000000,148.910004,149.250000,129.742340,7734400
2010-08-12,147.809998,150.589996,147.809998,149.419998,129.890106,4949300
2010-08-13,149.380005,150.449997,148.080002,148.080002,128.725250,4218700
2010-08-16,147.580002,149.179993,147.000000,147.759995,128.447098,3760100
2010-08-17,148.679993,149.789993,148.139999,148.589996,129.168579,4391600
2010-08-18,148.539993,149.940002,147.729996,149.199997,129.698898,4460600
2010-08-19,148.669998,149.660004,146.279999,147.050003,127.829918,5290900
2010-08-20,147.440002,148.970001,147.250000,148.240005,128.864304,5276800
2010-08-23,148.119995,148.500000,146.600006,146.740005,127.560440,3729200
2010-08-24,144.800003,145.490005,143.820007,143.949997,125.135056,6372300
2010-08-25,142.809998,145.330002,142.750000,144.679993,125.769653,5638400
2010-08-26,144.940002,145.160004,141.660004,141.809998,123.274796,6818100
2010-08-27,141.130005,141.740005,138.250000,139.750000,121.484032,11252000
2010-08-30,138.830002,140.110001,136.649994,136.660004,119.096161,6205800
2010-08-31,136.250000,138.009995,135.789993,136.929993,119.331474,7064100
2010-09-01,139.009995,140.339996,137.800003,139.740005,121.780342,6897700
2010-09-02,139.929993,140.149994,138.449997,139.779999,121.815178,4992000
2010-09-03,141.619995,147.990005,141.330002,147.289993,128.360016,13588500
2010-09-07,146.149994,146.240005,144.149994,145.210007,126.547302,6211300
2010-09-08,145.380005,149.660004,145.360001,147.539993,128.577866,8310300
2010-09-09,149.789993,150.679993,148.500000,149.139999,129.972198,6729800
2010-09-10,149.460007,150.750000,148.809998,150.389999,131.061539,4417200
2010-09-13,152.320007,154.699997,152.300003,154.369995,134.530090,7653600
2010-09-14,153.539993,153.750000,152.229996,152.529999,132.926514,5688200
2010-09-15,151.669998,152.800003,150.669998,152.559998,132.952682,5698200
2010-09-16,152.279999,152.479996,151.160004,152.229996,132.665054,4388600
2010-09-17,152.110001,152.470001,150.559998,150.979996,131.575760,4835600
2010-09-20,150.979996,152.399994,149.889999,151.899994,132.377487,5640500
2010-09-21,152.110001,154.570007,151.089996,151.399994,131.941772,6876000
2010-09-22,149.949997,150.550003,147.690002,148.070007,129.039703,8986100
2010-09-23,146.360001,146.869995,143.979996,144.910004,126.285912,9152400
2010-09-24,146.250000,147.600006,145.820007,147.279999,128.351334,5623700
2010-09-27,147.009995,148.410004,145.779999,146.000000,127.235832,5205900
2010-09-28,146.509995,146.690002,144.059998,145.009995,126.372993,5504800
2010-09-29,145.020004,145.020004,142.539993,144.419998,125.858856,6944900
2010-09-30,145.250000,146.979996,144.300003,144.580002,125.998314,6854400
2010-10-01,145.199997,148.500000,144.820007,147.699997,128.717270,7439800
2010-10-04,147.699997,148.470001,144.699997,146.570007,127.732544,5866700
2010-10-05,147.559998,150.279999,146.070007,149.570007,130.346985,8724700
2010-10-06,149.750000,152.330002,149.130005,150.839996,131.453705,6330600
2010-10-07,152.110001,152.360001,150.029999,151.110001,131.689056,4471500
2010-10-08,151.149994,153.399994,150.619995,152.660004,133.039871,5225100
2010-10-11,152.669998,153.089996,151.270004,152.199997,132.638947,4454400
2010-10-12,151.300003,155.449997,151.009995,155.210007,135.262115,6378000
2010-10-13,156.300003,156.690002,154.389999,154.729996,134.843781,5626200
2010-10-14,154.229996,154.289993,150.550003,151.589996,132.107346,6891100
2010-10-15,152.690002,152.690002,150.660004,150.690002,131.322998,6901500
2010-10-18,150.929993,154.380005,150.850006,153.699997,133.946106,6972300
2010-10-19,155.139999,159.699997,154.110001,156.720001,136.578049,14491200
2010-10-20,156.210007,160.250000,154.860001,159.600006,139.087906,10631200
2010-10-21,159.580002,161.500000,158.100006,159.300003,138.826447,6350900
2010-10-22,159.889999,159.979996,157.500000,157.759995,137.484406,4051700
2010-10-25,159.360001,159.449997,156.270004,157.389999,137.161942,5728300
2010-10-26,156.720001,158.729996,156.529999,158.289993,137.946274,4068500
2010-10-27,157.190002,160.589996,157.000000,160.149994,139.567215,6570900
2010-10-28,160.860001,163.789993,160.440002,163.240005,142.260086,9918800
2010-10-29,162.149994,163.600006,160.949997,161.130005,140.421280,4536600
2010-11-01,161.770004,162.960007,160.169998,161.570007,140.804672,4514400
2010-11-02,162.059998,163.000000,161.800003,162.820007,141.894119,3332400
2010-11-03,163.179993,163.179993,160.570007,162.630005,141.728485,4462800
2010-11-04,163.619995,166.399994,162.690002,166.389999,145.005234,8162600
2010-11-05,165.990005,171.179993,165.919998,171.070007,149.083771,11989300
2010-11-08,169.949997,171.610001,169.100006,169.199997,147.454056,5516100
2010-11-09,170.300003,170.850006,166.000000,166.550003,145.144623,7343900
2010-11-10,166.309998,168.649994,165.570007,167.220001,145.728592,6328100
2010-11-11,165.789993,168.889999,165.789993,167.710007,146.155579,3931500
2010-11-12,166.389999,168.119995,164.649994,165.830002,144.517197,4735600
2010-11-15,165.679993,169.350006,165.009995,167.220001,145.728592,5199000
2010-11-16,165.800003,167.000000,164.660004,165.100006,143.880997,5914100
2010-11-17,165.119995,165.729996,164.000000,164.889999,143.697998,3726300
2010-11-18,165.690002,168.929993,165.600006,167.350006,145.841812,4987500
2010-11-19,167.500000,167.750000,165.699997,166.669998,145.249237,4584500
2010-11-22,164.300003,164.380005,158.449997,161.050003,140.351486,11364000
2010-11-23,159.100006,160.899994,157.660004,157.779999,137.501770,7315000
2010-11-24,158.960007,160.699997,158.550003,160.259995,139.663040,4258200
2010-11-26,158.460007,159.350006,158.070007,158.220001,137.885208,1876900
2010-11-29,157.490005,160.000000,157.000000,159.279999,138.808990,4819900
2010-11-30,158.070007,159.330002,156.139999,156.139999,136.372238,5416900
2010-12-01,158.449997,159.199997,157.000000,158.449997,138.389755,6024000
2010-12-02,159.160004,163.250000,158.839996,162.500000,141.927002,7208600
2010-12-03,161.309998,162.500000,160.949997,162.309998,141.761078,4658000
2010-12-06,161.660004,163.190002,161.490005,162.649994,142.058014,3686300
2010-12-07,164.520004,164.770004,161.440002,161.589996,141.132217,5527700
2010-12-08,161.960007,166.139999,161.889999,166.139999,145.106216,5259500
2010-12-09,167.000000,167.750000,165.750000,166.449997,145.376968,5746400
2010-12-10,166.410004,168.470001,165.899994,168.470001,147.141235,4543600
2010-12-13,168.250000,170.919998,167.899994,169.479996,148.023331,5325200
2010-12-14,169.669998,169.990005,166.839996,167.330002,146.145538,4892700
2010-12-15,166.639999,167.289993,165.110001,165.210007,144.293961,4358100
2010-12-16,165.690002,165.910004,163.210007,164.460007,143.638931,4164400
2010-12-17,163.919998,165.000000,163.119995,164.039993,143.272095,5343000
2010-12-20,163.740005,166.899994,163.649994,166.050003,145.027603,3719100
2010-12-21,166.539993,168.880005,166.500000,168.229996,146.931580,4546900
2010-12-22,168.669998,169.679993,167.899994,169.600006,148.128174,3858500
2010-12-23,169.100006,169.699997,167.169998,167.600006,146.381409,2494000
2010-12-27,166.789993,170.000000,166.410004,169.830002,148.329025,2715000
2010-12-28,170.000000,171.229996,168.830002,169.190002,147.770050,2862900
2010-12-29,169.399994,169.779999,166.570007,167.630005,146.407547,3329800
2010-12-30,168.089996,168.250000,166.990005,167.639999,146.416245,1745400
2010-12-31,167.580002,168.800003,167.009995,168.160004,146.870438,1636300
2011-01-03,170.550003,173.250000,169.850006,173.050003,151.141418,5717100
2011-01-04,173.869995,174.000000,172.000000,173.080002,151.167618,3335500
2011-01-05,172.050003,174.490005,172.000000,174.000000,151.971100,4140600
2011-01-06,174.509995,174.589996,171.979996,172.210007,150.407776,5375200
2011-01-07,172.699997,172.889999,169.360001,170.690002,149.080154,4916100
2011-01-10,170.000000,171.289993,169.199997,169.759995,148.267914,3650300
2011-01-11,170.500000,171.429993,168.320007,169.360001,147.918503,4572300
2011-01-12,169.389999,172.309998,169.179993,171.669998,149.936111,5592900
2011-01-13,172.039993,172.600006,171.000000,171.570007,149.848770,3183800
2011-01-14,171.190002,175.000000,171.190002,175.000000,152.844513,5885100
2011-01-18,174.750000,175.339996,173.050003,174.679993,152.565002,4981200
2011-01-19,169.460007,171.490005,165.860001,166.490005,145.411865,13372700
2011-01-20,166.550003,167.059998,164.009995,165.690002,144.713196,8914900
2011-01-21,165.880005,169.199997,165.119995,166.199997,145.158630,5876500
2011-01-24,165.990005,167.070007,165.750000,166.300003,145.245941,4624300
2011-01-25,163.050003,164.789993,160.119995,161.979996,141.472870,11259800
2011-01-26,161.699997,162.839996,161.039993,161.309998,140.887726,6738000
2011-01-27,161.130005,164.250000,161.110001,164.029999,143.263290,6036000
2011-01-28,164.160004,165.089996,161.419998,161.770004,141.289429,4570000
2011-01-31,161.380005,163.720001,161.229996,163.619995,142.905228,3792800
2011-02-01,163.860001,166.250000,163.610001,165.330002,144.398727,4138400
2011-02-02,165.149994,166.639999,164.199997,165.050003,144.154190,2986200
2011-02-03,164.990005,164.990005,161.839996,164.639999,143.796097,4710400
2011-02-04,164.880005,164.979996,162.759995,164.830002,143.962082,3354500
2011-02-07,164.789993,168.100006,164.600006,167.130005,145.970917,5036700
2011-02-08,167.020004,168.720001,166.259995,168.550003,147.211105,4718700
2011-02-09,168.229996,168.229996,164.660004,166.009995,144.992645,5663900
2011-02-10,165.149994,166.649994,164.679993,165.339996,144.407501,4265800
2011-02-11,165.110001,167.690002,164.809998,166.660004,145.560364,4257100
2011-02-14,166.149994,167.800003,165.509995,167.520004,146.311478,3547200
2011-02-15,167.320007,168.440002,166.820007,167.910004,146.652115,4025900
2011-02-16,168.559998,169.899994,168.000000,168.809998,147.438156,4606300
2011-02-17,168.539993,168.690002,167.000000,167.160004,145.997070,4448100
2011-02-18,167.039993,168.300003,166.850006,168.039993,146.765640,3728100
2011-02-22,165.669998,165.759995,162.350006,162.940002,142.311371,5448200
2011-02-23,162.630005,164.800003,161.770004,163.089996,142.442337,4560400
2011-02-24,162.199997,163.899994,161.320007,163.440002,142.748047,4619300
2011-02-25,164.050003,165.880005,163.520004,165.119995,144.215317,4636200
2011-02-28,165.529999,166.250000,163.110001,163.779999,143.348846,4235200
2011-03-01,163.550003,164.490005,161.300003,161.309998,141.186966,7015500
2011-03-02,161.580002,163.330002,161.110001,161.690002,141.519547,4658400
2011-03-03,162.710007,165.179993,162.690002,164.490005,143.970245,4581200
2011-03-04,162.880005,163.000000,160.360001,161.000000,140.915619,7810800
2011-03-07,161.410004,161.839996,158.500000,159.149994,139.296463,7004100
2011-03-08,159.429993,161.779999,159.039993,161.300003,141.178177,4845900
2011-03-09,161.850006,163.720001,161.580002,162.350006,142.097244,4125200
2011-03-10,160.800003,161.000000,159.990005,160.270004,140.276688,4563400
2011-03-11,159.850006,161.550003,159.839996,160.679993,140.635513,2883900
2011-03-14,159.940002,160.500000,158.020004,158.429993,138.666199,4376100
2011-03-15,156.059998,158.050003,154.850006,157.250000,137.633438,5243600
2011-03-16,157.229996,157.240005,153.259995,154.380005,135.121490,7223400
2011-03-17,155.929993,156.350006,153.949997,155.750000,136.320557,5293900
2011-03-18,156.600006,160.250000,155.240005,159.960007,140.005371,10170600
2011-03-21,161.619995,162.149994,159.899994,160.210007,140.224182,4663300
2011-03-22,160.639999,162.210007,160.119995,160.789993,140.731842,3538900
2011-03-23,160.020004,160.229996,158.240005,159.529999,139.628967,3603300
2011-03-24,160.350006,160.500000,158.830002,159.910004,139.961639,2734400
2011-03-25,160.509995,160.509995,157.699997,157.970001,138.263672,4020700
2011-03-28,158.199997,159.289993,156.410004,156.470001,136.950745,3686800
2011-03-29,156.600006,158.699997,155.529999,158.470001,138.701248,3769400
2011-03-30,159.029999,160.429993,157.470001,159.070007,139.226410,2967200
2011-03-31,157.380005,160.070007,157.320007,158.600006,138.815079,3317700
2011-04-01,159.770004,162.000000,159.660004,160.229996,140.241684,3787900
2011-04-04,160.759995,160.880005,158.600006,158.899994,139.077637,2816800
2011-04-05,158.460007,159.149994,157.619995,158.910004,139.086349,3173700
2011-04-06,159.889999,161.990005,158.850006,161.889999,141.694611,4198700
2011-04-07,161.990005,164.399994,161.570007,162.399994,142.140961,4589200
2011-04-08,163.490005,163.619995,160.820007,160.960007,140.880646,3280800
2011-04-11,160.539993,162.910004,160.539993,161.470001,141.327011,3126900
2011-04-12,160.250000,161.440002,159.449997,160.419998,140.408005,3328100
2011-04-13,162.500000,163.979996,159.830002,160.169998,140.189209,5145000
2011-04-14,157.509995,157.600006,155.250000,155.789993,136.355545,7982300
2011-04-15,156.179993,156.949997,154.630005,155.130005,135.777939,5608300
2011-04-18,154.050003,154.880005,151.520004,153.779999,134.596298,5992900
2011-04-19,156.089996,156.100006,149.550003,151.860001,132.915833,13463800
2011-04-20,153.169998,154.149994,151.500000,152.699997,133.651062,7181300
2011-04-21,153.089996,154.330002,152.699997,153.509995,134.360001,3977500
2011-04-25,152.580002,152.589996,151.179993,152.190002,133.204666,3711600
2011-04-26,151.889999,153.949997,151.779999,153.270004,134.149948,4400000
2011-04-27,153.600006,153.850006,152.000000,152.860001,133.791107,4207000
2011-04-28,152.550003,152.600006,150.199997,150.600006,131.813004,5906700
2011-04-29,150.279999,151.869995,149.639999,151.009995,132.171844,6075500
2011-05-02,152.199997,153.070007,151.070007,151.300003,132.425690,4362700
2011-05-03,150.970001,152.800003,150.679993,151.869995,132.924606,3557400
2011-05-04,152.250000,152.460007,150.949997,151.520004,132.618256,3768000
2011-05-05,150.869995,151.220001,149.949997,150.410004,131.646713,4100200
2011-05-06,151.470001,151.970001,149.529999,150.100006,131.375412,5429300
2011-05-09,149.699997,149.869995,148.800003,149.119995,130.517578,3152400
2011-05-10,149.020004,150.740005,148.520004,150.399994,131.637955,4033800
2011-05-11,150.000000,150.000000,147.649994,147.880005,129.432312,5310500
2011-05-12,145.990005,146.779999,140.660004,142.750000,124.942276,20659200
2011-05-13,142.389999,142.520004,139.250000,141.460007,123.813232,14256700
2011-05-16,140.889999,143.389999,140.259995,140.600006,123.060471,6458800
2011-05-17,140.259995,141.949997,139.080002,140.809998,123.244263,7071400
2011-05-18,140.929993,141.820007,140.210007,140.839996,123.270508,4768900
2011-05-19,141.229996,141.300003,138.429993,139.339996,121.957619,7331500
2011-05-20,138.179993,139.639999,134.789993,134.990005,118.150345,11284500
2011-05-23,133.639999,137.190002,133.639999,135.839996,118.894279,8406500
2011-05-24,136.270004,136.759995,135.029999,136.339996,119.331902,6605300
2011-05-25,135.669998,137.589996,135.509995,136.240005,119.244392,6528800
2011-05-26,136.199997,136.699997,135.339996,136.259995,119.261864,5332300
2011-05-27,136.250000,138.960007,136.229996,138.660004,121.675026,5275700
2011-05-31,140.820007,142.300003,139.880005,140.729996,123.491478,7023200
2011-06-01,139.949997,140.000000,136.100006,136.169998,119.490051,6768100
2011-06-02,136.649994,136.729996,131.500000,134.380005,117.919289,12423400
2011-06-03,132.979996,137.169998,132.889999,135.330002,118.752907,5457600
2011-06-06,134.750000,135.220001,133.139999,133.899994,117.498093,5287800
2011-06-07,134.380005,135.759995,132.990005,132.990005,116.699577,6191500
2011-06-08,132.630005,134.889999,131.500000,131.589996,115.471069,6795100
2011-06-09,131.990005,135.100006,131.830002,133.529999,117.173416,4498100
2011-06-10,133.210007,137.250000,132.520004,135.919998,119.270645,7556800
2011-06-13,136.130005,137.970001,135.919998,137.529999,120.683441,5272900
2011-06-14,138.199997,138.949997,136.539993,137.100006,120.306122,5849900
2011-06-15,136.070007,137.589996,134.009995,134.850006,118.331734,5715200
2011-06-16,134.630005,136.889999,134.149994,136.089996,119.419830,5230700
2011-06-17,137.830002,138.789993,137.210007,137.229996,120.420197,6758300
2011-06-20,136.419998,136.729996,134.360001,135.139999,118.586227,4019900
2011-06-21,135.500000,137.190002,134.300003,135.960007,119.305740,4213300
2011-06-22,135.589996,137.779999,134.429993,134.520004,118.042152,4224400
2011-06-23,133.100006,133.830002,131.639999,132.360001,116.146744,6706600
2011-06-24,132.809998,133.449997,130.820007,130.910004,114.874390,5774800
2011-06-27,130.750000,131.860001,129.800003,130.710007,114.698860,5831800
2011-06-28,131.339996,131.339996,128.300003,129.259995,113.426460,8056000
2011-06-29,129.729996,133.229996,129.500000,132.529999,116.295914,8170800
2011-06-30,133.050003,133.800003,131.500000,133.089996,116.787315,4980900
2011-07-01,133.429993,136.720001,133.089996,136.649994,119.911209,5103500
2011-07-05,135.899994,136.050003,133.000000,134.500000,118.024628,4458300
2011-07-06,133.779999,134.440002,132.820007,133.889999,117.489311,3029100
2011-07-07,135.089996,136.199997,134.720001,135.009995,118.472137,3857500
2011-07-08,133.320007,134.399994,133.169998,134.080002,117.656059,4141600
2011-07-11,132.750000,133.429993,131.070007,132.020004,115.848366,4722900
2011-07-12,131.419998,132.660004,130.100006,130.309998,114.347839,4330900
2011-07-13,130.740005,131.770004,129.699997,129.919998,114.005646,4410500
2011-07-14,131.699997,132.199997,129.750000,129.889999,113.979301,5357200
